No.,Estado,Sistema,Nombre_común,Género,Especie,Región, Localidad,Latitud,Longitud,Altitud,CodMunicip,Municipio
NA,Chiapas,Agroforesteria con café,Sonzapote,Pachira,aquatica,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
108,Chiapas,Ganadería Silvopastoril,Tanzania,Megathyrsus,maximum,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
111,Chiapas,Ganadería Silvopastoril,Cubano,Pennisetum,purpureum,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
,Chiapas,Ganadería Silvopastoril,Cubano,Cenchrus,spicatus,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Aguacate,Persea,americana,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Pimienta,Pimienta,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Mumo,Piper,auritum,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
63,Chiapas,Ganadería Silvopastoril,Hormiguillo/Marimba,Platymiscium,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Chiquinte,Pleurotus,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Tzaquitaj,Pleurotus,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
34,Chiapas,Milpa Sustentable,Pelo de conejo,Poa,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
102,Chiapas,Ganadería Silvopastoril,Peine,Posoqueria,latifolia,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Guarumbo montañez,Pourouma,bicolor,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Zapote/Mamey,Pouteria,sapota,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
60,Chiapas,Ganadería Silvopastoril,Guayaba,Psidium,guajava,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Guayaba,Psidium,guajava,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
66,Chiapas,Ganadería Silvopastoril,Huano,Sabal,mexicana,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
69,Chiapas,Ganadería Silvopastoril,Jaboncillo,Sapindus,saponaria,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Jaboncillo,Sapindus,saponaria,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
45,Chiapas,Ganadería Silvopastoril,Palma corozo,Attalea,butyracea,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Palma corozo,Attalea,butyracea,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
54,Chiapas,Ganadería Silvopastoril,Guancastle,Schizolobium,parahyba,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Palo sope,Schizolobium,parahyba,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
87,Chiapas,Ganadería Silvopastoril,Mora,Mora,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Blanquillo,Blanquillo,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Chontle,Chontle,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Mata Buey,Mata_Buey,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Perfume,Perfume,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Sangre de perro,Sangre_de_perro,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Tabaquillo,Tabaquillo,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
28,Chiapas,Milpa Sustentable,Hierba mora,Solanum,nigrum,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Hierba-mora,Solanum,nigrum,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
72,Chiapas,Ganadería Silvopastoril,Jobo,Spondias,mombin,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Jobo,Spondias,mombin,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
58,Chiapas,Milpa Sustentable,Nescafe,Styzolobium,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
18,Chiapas,Ganadería Silvopastoril,Caoba,Swietenia,macrophylla,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Caoba,Swietenia,macrophylla,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
48,Chiapas,Ganadería Silvopastoril,Fresno,Tabebuia,rosea,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
99,Chiapas,Ganadería Silvopastoril,Pancho,Terminalia,amazonia,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Pancho,Terminalia,amazonia,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Cacao,Theobroma,cacao,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
43,Chiapas,Milpa Sustentable,Arnica,Tithonia,diversifolia,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Achiote,Bixa,orellana,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Malanga,Xanthosoma,sp,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,maravilla Tenejapa
12,Chiapas,Milpa Sustentable,Maíz Tuxpeño,Zea,mays,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
16,Chiapas,Milpa Sustentable,Maiz-Jaracho,Zea,mays,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
24,Chiapas,Milpa Sustentable,Maiz-Tacsa,Zea,mays,Maravilla Tenejapa,Loma Bonita,16.19806,-91.31194,204,7115,Maravilla Tenejapa
8,Chiapas,Agroforesteria con café,Guanabana,Annona,muricata,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
37,Chiapas,Milpa Sustentable,Escobilla,Aristida,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
36,Chiapas,Agroforesteria con café,Cosante,Bernoullia,flammea,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
42,Chiapas,Ganadería Silvopastoril,Copiste,Blepharidium,guatemalense,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
114,Chiapas,Ganadería Silvopastoril,Signa,Urochloa,Thyphoides,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
117,Chiapas,Ganadería Silvopastoril,Chontalpo,Urochloa,decumbens,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
123,Chiapas,Ganadería Silvopastoril,humidicola,Urochloa,humidicola,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
105,Chiapas,Ganadería Silvopastoril,Ramón,Brosimum,alicastrum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
53,Chiapas,Agroforesteria con café,Jushte,Brosimum,alicastrum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
90,Chiapas,Ganadería Silvopastoril,Mulato,Bursera,simaruba,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
58,Chiapas,Agroforesteria con café,Mulato,Bursera,simaruba,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
93,Chiapas,Ganadería Silvopastoril,Nance,Byrsonima,crassifolia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
18,Chiapas,Agroforesteria con café,Nance,Byrsonima,crassifolia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
8,Chiapas,Ganadería Silvopastoril,Aceitillo,Calophyllum,brasiliense,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
30,Chiapas,Agroforesteria con café,Aceitillo,Calophyllum,brasiliense,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
49,Chiapas,Milpa Sustentable,Chile-miracielo,Capsicum,annuum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
46,Chiapas,Milpa Sustentable,Chile-tempenchile,Capsicum,annuum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
43,Chiapas,Agroforesteria con café,Chile-tempenchile,Capsicum,annuum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
44,Chiapas,Agroforesteria con café,Chile-miracielo,Capsicum,annuum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
50,Chiapas,Agroforesteria con café,Hule,Castilla,elastica,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
49,Chiapas,Agroforesteria con café,Guarumbo,Cecropia,obtusifolia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
24,Chiapas,Ganadería Silvopastoril,Cedro,Cedrela,odorata,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
33,Chiapas,Ganadería Silvopastoril,Ceiba,Ceiba,pentandra,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
40,Chiapas,Agroforesteria con café,Ceiba,Ceiba,pentandra,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
7,Chiapas,Agroforesteria con café,Pacaya,Chamaedorea,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
70,Chiapas,Agroforesteria con café,Cola de pescado,Chamaedorea,ernesti-augusti,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
71,Chiapas,Agroforesteria con café,Palma cambray,Chamaedorea,elegans,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
72,Chiapas,Agroforesteria con café,Palma Xate,Chamaedorea,oblongata,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
65,Chiapas,Agroforesteria con café,Quina,Cinchona,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
13,Chiapas,Agroforesteria con café,Limón,Citrus,limon,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
15,Chiapas,Agroforesteria con café,mandarina,Citrus,reticulata,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
19,Chiapas,Agroforesteria con café,Naranja,Citrus,sinensis,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
20,Chiapas,Agroforesteria con café,Naranja-agria,Citrus,aurantium,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
27,Chiapas,Agroforesteria con café,Tangerina,Citrus,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
4,Chiapas,Agroforesteria con café,Café,Coffea,arabica,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
51,Chiapas,Ganadería Silvopastoril,Frijolillo,Cojoba,arborea,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
47,Chiapas,Agroforesteria con café,Frijolillo,Cojoba,arborea,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
34,Chiapas,Agroforesteria con café,Bajon Negro,Cordia,alliodora,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
31,Chiapas,Milpa Sustentable,Chipilin,Crotalaria,longirostrata,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
62,Chiapas,Milpa Sustentable,Calabaza,Cucurbita,pepo,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
120,Chiapas,Ganadería Silvopastoril,estrella,Cynodon,dactylon,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
40,Chiapas,Milpa Sustentable,Pega-pega,Desmodium,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
54,Chiapas,Agroforesteria con café,Lacandon,Dialium,guianense,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
15,Chiapas,Ganadería Silvopastoril,Cante-guachipilin,Diphysa,robinioides,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
21,Chiapas,Agroforesteria con café,Papa voladora,Dioscorea,bulbifera,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
78,Chiapas,Ganadería Silvopastoril,Machetillo,Erythrina,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
9,Chiapas,Ganadería Silvopastoril,Amate,Ficus,cotinifolia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
33,Chiapas,Agroforesteria con café,Amate,Ficus,cotinifolia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
57,Chiapas,Agroforesteria con café,Mata palo,Ficus,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
39,Chiapas,Ganadería Silvopastoril,Cocoite/Chanté ,Gliricidia,sepium,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
21,Chiapas,Ganadería Silvopastoril,Caulote,Guazuma,ulmifolia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
NA,Chiapas,Agroforesteria con café,Platanillo,Heliconia,wagneriana,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
23,Chiapas,Agroforesteria con café,platanillo,Heliconia,irrasa,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
39,Chiapas,Agroforesteria con café,Caspirol,Inga,edulis,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
41,Chiapas,Agroforesteria con café,Chalum,Inga,vera,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
36,Chiapas,Ganadería Silvopastoril,Chalum,Inga,paterno,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
64,Chiapas,Agroforesteria con café,Paterna,Inga,jinicuil,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
52,Chiapas,Milpa Sustentable,Camote,Ipomoea,batatas,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
5,Chiapas,Agroforesteria con café,Camote,Ipomoea,batatas,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
57,Chiapas,Ganadería Silvopastoril,Guash,Leucaena,leucocephala,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
96,Chiapas,Ganadería Silvopastoril,Sunzapote,Licania,platyplus,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
65,Chiapas,Milpa Sustentable,Tomatillo,Lycopersicum,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
81,Chiapas,Ganadería Silvopastoril,Mango,Mangifera,indica,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
16,Chiapas,Agroforesteria con café,Mango,Mangifera,indica,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
55,Chiapas,Milpa Sustentable,Yuca,Manihot,esculenta,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
28,Chiapas,Agroforesteria con café,Yuca,Manihot,esculenta,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
27,Chiapas,Ganadería Silvopastoril,Cedrillo,Mortoniodendron,guatemalense,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
12,Chiapas,Ganadería Silvopastoril,Capulín,Muntingia,calabura,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
24,Chiapas,Agroforesteria con café,Platano,Musa,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
75,Chiapas,Ganadería Silvopastoril,Lagarto,NA,NA,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
45,Chiapas,Agroforesteria con café,Corcho,Ochroma,pyramidale,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
30,Chiapas,Ganadería Silvopastoril,Colorín,Ormosia,schippii,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
67,Chiapas,Agroforesteria con café,Sonzapote,Pachira,aquatica,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
108,Chiapas,Ganadería Silvopastoril,Tanzania,Megathyrsus,maximum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
111,Chiapas,Ganadería Silvopastoril,Cubano,Pennisetum,purpureum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
,Chiapas,Ganadería Silvopastoril,Cubano,Cenchrus,spicatus,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
2,Chiapas,Agroforesteria con café,Aguacate,Persea,americana,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
63,Chiapas,Agroforesteria con café,Pimienta,Pimienta,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
17,Chiapas,Agroforesteria con café,Mumo,Piper,auritum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
63,Chiapas,Ganadería Silvopastoril,Hormiguillo/Marimba,Platymiscium,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
73,Chiapas,Agroforesteria con café,Chiquinte,Pleurotus,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
74,Chiapas,Agroforesteria con café,Tzaquitaj,Pleurotus,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
34,Chiapas,Milpa Sustentable,Pelo de conejo,Poa,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
102,Chiapas,Ganadería Silvopastoril,Peine,Posoqueria,latifolia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
48,Chiapas,Agroforesteria con café,Guarumbo montañez,Pourouma,bicolor,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
29,Chiapas,Agroforesteria con café,Zapote/Mamey,Pouteria,sapota,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
60,Chiapas,Ganadería Silvopastoril,Guayaba,Psidium,guajava,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
9,Chiapas,Agroforesteria con café,Guayaba,Psidium,guajava,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
66,Chiapas,Ganadería Silvopastoril,Huano,Sabal,mexicana,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
69,Chiapas,Ganadería Silvopastoril,Jaboncillo,Sapindus,saponaria,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
51,Chiapas,Agroforesteria con café,Jaboncillo,Sapindus,saponaria,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
45,Chiapas,Ganadería Silvopastoril,Palma corozo,Attalea,butyracea,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
59,Chiapas,Agroforesteria con café,Palma corozo,Attalea,butyracea,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
54,Chiapas,Ganadería Silvopastoril,Guancastle,Schizolobium,parahyba,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
61,Chiapas,Agroforesteria con café,Palo sope,Schizolobium,parahyba,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
87,Chiapas,Ganadería Silvopastoril,Mora,Mora,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
31,Chiapas,Agroforesteria con café,Aguacatillo,Aguacatillo,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
35,Chiapas,Agroforesteria con café,Blanquillo,Blanquillo,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
42,Chiapas,Agroforesteria con café,Chontle,Chontle,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
56,Chiapas,Agroforesteria con café,Mata Buey,Mata_Buey,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
62,Chiapas,Agroforesteria con café,Perfume,Perfume,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
66,Chiapas,Agroforesteria con café,Sangre de perro,Sangre_de_perro,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
68,Chiapas,Agroforesteria con café,Tabaquillo,Tabaquillo,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
28,Chiapas,Milpa Sustentable,Hierba mora,Solanum,nigrum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
10,Chiapas,Agroforesteria con café,Hierba-mora,Solanum,nigrum,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
72,Chiapas,Ganadería Silvopastoril,Jobo,Spondias,mombin,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
52,Chiapas,Agroforesteria con café,Jobo,Spondias,mombin,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
58,Chiapas,Milpa Sustentable,Nescafe,Styzolobium,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
18,Chiapas,Ganadería Silvopastoril,Caoba,Swietenia,macrophylla,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
38,Chiapas,Agroforesteria con café,Caoba,Swietenia,macrophylla,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
48,Chiapas,Ganadería Silvopastoril,Fresno,Tabebuia,rosea,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
25,Chiapas,Agroforesteria con café,Tamarindo,Tamarindus,indica,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
99,Chiapas,Ganadería Silvopastoril,Pancho,Terminalia,amazonia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
37,Chiapas,Agroforesteria con café,Pancho,Terminalia,amazonia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
3,Chiapas,Agroforesteria con café,Cacao,Theobroma,cacao,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
43,Chiapas,Milpa Sustentable,Arnica,Tithonia,diversifolia,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
1,Chiapas,Agroforesteria con café,Achiote,Bixa,orellana,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
14,Chiapas,Agroforesteria con café,Malanga,Xanthosoma,sp,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,maravilla Tenejapa
12,Chiapas,Milpa Sustentable,Maíz Tuxpeño,Zea,mays,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
16,Chiapas,Milpa Sustentable,Maiz-Jaracho,Zea,mays,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
24,Chiapas,Milpa Sustentable,Maiz-Tacsa,Zea,mays,Maravilla Tenejapa,Agua Perla,16.27889,-91.31056,220,7115,Maravilla Tenejapa
